Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Vinjamuri Venkata Lakshmi Narasimha Rao,1967,PadmaShri,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Vinjamuri_Venkata_Lakshmi_Narasimha_Rao,"1887
India",1887,India,,n/a,n/a,,,,,,Sarvepalli Radhakrishnan,,Yes,No
Amar Prasad Ray,1967,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Amar_Prasad_Ray_(physician),"1913
India",1913,India,,n/a,n/a,,,,,"Padma Shri
WHOGovernance Prize",Sarvepalli Radhakrishnan,"Malariologist, physician",Yes,No
Balbir Singh Saigal,1967,PadmaShri,Delhi,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Sarvepalli Radhakrishnan,URL not available,Yes,No
Hermenegild Santapau,1967,PadmaShri,– [B],Science & Engineering,https://en.wikipedia.org/wiki/Hermenegild_Santapau,"5 December 1903
La Galera,Tarragona, Spain",5 December 1903,"La Galera,Tarragona, Spain",13 January 1970,13 January 1970,n/a,,,,,"Padma Bhushan
Order ofAlphonsus Xthe Wise
Birbal SahaniMedal",Sarvepalli Radhakrishnan,Botanist,Yes,No
Priya Ranjan Sen,1967,PadmaShri,West Bengal,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Sarvepalli Radhakrishnan,URL not available,Yes,No
Vithaldas Hakamohand Shah,1967,PadmaShri,Maharashtra,Trade & Industry,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Sarvepalli Radhakrishnan,URL not available,Yes,No
Ajit Singh,1967,PadmaShri,Punjab,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Sarvepalli Radhakrishnan,URL not available,Yes,No
Gurdial Singh,1967,PadmaShri,Chandigarh,Sports,https://en.wikipedia.org/wiki/Gurdial_Singh_(mountaineer),(1924-01-01)1 January 1924(age 97),(1924-01-01)1 January 1924(age 97),n/a,,n/a,n/a,Indian,,,,,Sarvepalli Radhakrishnan,,Yes,No
Lal Singh,1967,PadmaShri,Uttarakhand,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Sarvepalli Radhakrishnan,URL not available,Yes,No
Prithipal Singh,1967,PadmaShri,Punjab,Sports,https://en.wikipedia.org/wiki/Prithipal_Singh,"(1932-01-28)28 January 1932
Nankana Sahib,British India",(1932-01-28)28 January 1932,"Nankana Sahib,British India","20 May 1983(1983-05-20)(aged 51)
Ludhiana,Punjab, India",20 May 1983(1983-05-20)(aged 51),"Ludhiana,Punjab, India",Indian,,,,,Sarvepalli Radhakrishnan,,Yes,No
M. S. Swaminathan,1967,PadmaShri,Tamil Nadu,Science & Engineering,https://en.wikipedia.org/wiki/M._S._Swaminathan,"(1925-08-07)7 August 1925(age 96)
Kumbakonam,Tanjore District,Madras Presidency,British India
(present dayThanjavur,Tamil Nadu, India)",(1925-08-07)7 August 1925(age 96),"Kumbakonam,Tanjore District,Madras Presidency,British India
(present dayThanjavur,Tamil Nadu, India)",,n/a,n/a,Indian,Mina Swaminathan,,Indian Council of Agricultural Research,1991Tyler Prize for Environmental Achievement1972Padma Bhushan1987World Food Prize1989Padma Vibhushan1971Ramon Magsaysay Award1967Padma Shri1961Shanti Swarup Bhatnagar Award,Sarvepalli Radhakrishnan,,Yes,No
Natteri Veeraraghavan,1967,PadmaShri,Tamil Nadu,Medicine,https://en.wikipedia.org/wiki/Natteri_Veeraraghavan,"1 November 1913
India",1 November 1913,India,6 August 2004(2004-08-06)(aged 90),6 August 2004(2004-08-06)(aged 90),n/a,,Kamala Veeraraghavan,,,"Padma Shri
Societe Anonyme Poonawalla Memorial Award",Sarvepalli Radhakrishnan,"Microbiologist, physician",Yes,No
Guduru Venkatachalam,1967,PadmaShri,Tamil Nadu,Science & Engineering,https://en.wikipedia.org/wiki/Guduru_Venkatachalam,,n/a,n/a,,n/a,n/a,,,,,,Sarvepalli Radhakrishnan,,Yes,No
Lala Chand Verman,1967,PadmaShri,Delhi,Public Affairs,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Sarvepalli Radhakrishnan,URL not available,Yes,No
M. R. Acharekar,1968,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/M._R._Acharekar,"Murlidhar Ramchandra Acharekar
1907
Bombay",1907,n/a,"1979
Delhi, India",1979,"Delhi, India",,,,,Padma Shri,Zakir Husain (politician),"Artist,art director, author",No,No
Begum Akhtar,1968,PadmaShri,Uttar Pradesh,Arts,https://en.wikipedia.org/wiki/Begum_Akhtar,"(1914-10-07)7 October 1914
Faizabad,United Provinces,British India(present-dayUttar Pradesh,India)",(1914-10-07)7 October 1914,"Faizabad,United Provinces,British India(present-dayUttar Pradesh,India)","30 October 1974(1974-10-30)(aged 60)[1]
Ahmedabad,Gujarat,India",30 October 1974(1974-10-30)(aged 60)[1],"Ahmedabad,Gujarat,India",,,,,,Zakir Husain (politician),,No,No
Sharan Rani Backliwal,1968,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Sharan_Rani_Backliwal,"(1929-04-09)9 April 1929
Delhi",(1929-04-09)9 April 1929,Delhi,"8 April 2008(2008-04-08)(aged 78)
Delhi",8 April 2008(2008-04-08)(aged 78),Delhi,,,,,,Zakir Husain (politician),,No,No
S. Ramaswamy Iyer Balasubrahmanyam,1968,PadmaShri,Kerala,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Nikhil  Banerjee,1968,PadmaShri,West Bengal,Arts,https://en.wikipedia.org/wiki/Nikhil_Banerjee,(1931-10-14)14 October 1931,(1931-10-14)14 October 1931,n/a,27 January 1986(1986-01-27)(aged 54),27 January 1986(1986-01-27)(aged 54),n/a,,,,,,Zakir Husain (politician),,No,No
D. R. Bendre,1968,PadmaShri,Karnataka,Literature & Education,https://en.wikipedia.org/wiki/D._R._Bendre,"(1896-01-31)31 January 1896
Dharwad,Bombay Presidency, British India (now inKarnataka)",(1896-01-31)31 January 1896,"Dharwad,Bombay Presidency, British India (now inKarnataka)","26 October 1981(1981-10-26)(aged 85)
Mumbai, Maharashtra, India",26 October 1981(1981-10-26)(aged 85),"Mumbai, Maharashtra, India",,,,,,Zakir Husain (politician),"Poet, teacher",No,No
Jehangir Shapurji Bhownagary,1968,PadmaShri,– [C],Civil Service,https://en.wikipedia.org#cite_note-FRN-5,,n/a,n/a,,n/a,n/a,,,,,,Zakir Husain (politician),,No,No
Manibhai Desai,1968,PadmaShri,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Manibhai_Desai,"(1920-04-27)27 April 1920
Kosmada,Surat District,Bombay presidency(now in State ofGujarat)",(1920-04-27)27 April 1920,"Kosmada,Surat District,Bombay presidency(now in State ofGujarat)","14 November 1993(1993-11-14)(aged 73)
Pune,India",14 November 1993(1993-11-14)(aged 73),"Pune,India",Indian,,,,"Padma Shri
Ramon Magsaysay Award",Zakir Husain (politician),social activist,No,No
Lakshman Dev,1968,PadmaShri,Uttar Pradesh,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Narendra Singh Dev,1968,PadmaShri,Madhya Pradesh,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Rajkumar Sumitra Devi,1968,PadmaShri,Haryana,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Sunil Dutt,1968,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Sunil_Dutt,"Balraj Dutt
(1926-06-06)6 June 1926
Nakka Khurd,Punjab Province,British India[1][2]
(present-dayPunjab,Pakistan)",(1926-06-06)6 June 1926,n/a,"25 May 2005(2005-05-25)(aged 78)
Mumbai,Maharashtra, India",25 May 2005(2005-05-25)(aged 78),"Mumbai,Maharashtra, India",Indian,Nargis​​(m.1958; died 1981)​,,,Padma Shri(1968),Zakir Husain (politician),Actorproducerdirectorpolitician,No,No
Bhaurao Krishnaji Gaikwad,1968,PadmaShri,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Bhaurao_Krishnaji_Gaikwad,"Bhaurao Krishnaji Gaikwad
15 October 1902(1902-10-15)
Ambe,Dindori tuluka,Nashik district",15 October 1902(1902-10-15),n/a,"29 December 1971(1971-12-30)(aged 69)
Willingdon Hospital,New Delhi",29 December 1971(1971-12-30)(aged 69),"Willingdon Hospital,New Delhi",Indian,"Seetabai (m. 1912 – d. 1968)
Geetabai (m. 1921)",,,,Zakir Husain (politician),politician,No,No
Kedar Ghosh,1968,PadmaShri,West Bengal,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Amar Nath Gupta,1968,PadmaShri,Delhi,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Joseph Harold,1968,PadmaShri,Delhi,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Shamrao Sakaramrao Kadam,1968,PadmaShri,Maharashtra,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Govind Pandurang Kane,1968,PadmaShri,Maharashtra,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Durga Khote,1968,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Durga_Khote,"Vita Lad
(1905-01-14)14 January 1905
Bombay,Bombay Presidency,British India(present-dayMumbai,Maharashtra,India)",(1905-01-14)14 January 1905,n/a,"22 September 1991(1991-09-22)(aged 86)
Mumbai, Maharashtra, India",22 September 1991(1991-09-22)(aged 86),"Mumbai, Maharashtra, India",,,,,BFJA Award for Best ActressFilmfare Award for Best Supporting Actress,Zakir Husain (politician),"actor, film producer",No,No
Yamini Krishnamurthy,1968,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Yamini_Krishnamurthy,"(1940-12-20)20 December 1940(age 80)
Madanapalli,Madras  Presidency,British India",(1940-12-20)20 December 1940(age 80),"Madanapalli,Madras  Presidency,British India",,n/a,n/a,Indian,,,,"Padma Vibhushan,Padma Bhushan,Padma Shri1980",Zakir Husain (politician),,No,No
Shalini Moghe,1968,PadmaShri,Madhya Pradesh,Social Work,https://en.wikipedia.org/wiki/Shalini_Moghe,"13 March 1914(1914-03-13)
Indore,Madhya Pradesh, India",13 March 1914(1914-03-13),"Indore,Madhya Pradesh, India","30 June 2011(2011-07-01)(aged 97)
Indore,Madhya Pradesh, India",30 June 2011(2011-07-01)(aged 97),"Indore,Madhya Pradesh, India",,Dada Saheb Moghe,,,"Padma Shri
Jamnalal Bajaj Award
Nai Duniya Nayika Lifetime Achievement Award",Zakir Husain (politician),"Educationist, social worker",No,No
Narinder Nath Mohan,1968,PadmaShri,Haryana,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Akhtar Mohiuddin,1968,PadmaShri,Jammu & Kashmir,Literature & Education,https://en.wikipedia.org/wiki/Akhtar_Mohiuddin,,n/a,n/a,,n/a,n/a,,,,,,Zakir Husain (politician),,No,No
Shambu Nath Mukheerjee,1968,PadmaShri,West Bengal,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Krishna Swaroop Mullick,1968,PadmaShri,Delhi,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
S. Narasimhan,1968,PadmaShri,Tamil Nadu,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Sis Ram Ola,1968,PadmaShri,Rajasthan,Social Work,https://en.wikipedia.org/wiki/Sis_Ram_Ola,"(1927-07-30)30 July 1927
Jhunjhunu,Rajasthan",(1927-07-30)30 July 1927,"Jhunjhunu,Rajasthan","15 December 2013(2013-12-15)(aged 86)
Gurgaon, India",15 December 2013(2013-12-15)(aged 86),"Gurgaon, India",,Smt. Sheobai,,,,Zakir Husain (politician),,No,No
Jaikishan Dahyabhai Panchal,1968,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Shankar_Jaikishan,,n/a,n/a,,n/a,n/a,,,,,,Zakir Husain (politician),,No,No
Balasaheb Amgonda Patil,1968,PadmaShri,Maharashtra,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Ayodhya Prasad,1968,PadmaShri,Uttar Pradesh,Arts,https://en.wikipedia.org/wiki/Ayodhya_Prasad,"30 April 1909
Butana, Rohtak, Punjab,British India",30 April 1909,"Butana, Rohtak, Punjab,British India","28 February 1972
Lautoka,Fiji[1]",28 February 1972,"Lautoka,Fiji[1]",,,,,,Zakir Husain (politician),,No,No
Shanker Singh Ram Raghuvanshi,1968,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Shankar_Jaikishan,,n/a,n/a,,n/a,n/a,,,,,,Zakir Husain (politician),,No,No
Raja Ramanna,1968,PadmaShri,Tamil Nadu,Science & Engineering,https://en.wikipedia.org/wiki/Raja_Ramanna,"(1925-01-28)28 January 1925
Tiptur,Princely State of Mysore,British India",(1925-01-28)28 January 1925,"Tiptur,Princely State of Mysore,British India","24 September 2004(2004-09-24)(aged 79)
Mumbai,Maharashtra, India",24 September 2004(2004-09-24)(aged 79),"Mumbai,Maharashtra, India",Indian,,,"Bhabha Atomic Research Centre
Defence Research and Development Organisation
International Atomic Energy Agency
Ministry of Defence
National Institute of Advanced Studies","Padma Shri(1968)
Padma Bhushan(1973)
Padma Vibhushan(1975)",Zakir Husain (politician),,No,No
Man Singh M. Rana,1968,PadmaShri,Delhi,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Abhin Chandra Rao,1968,PadmaShri,Odisha,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Akkineni Nageswara Rao,1968,PadmaShri,Andhra Pradesh,Arts,https://en.wikipedia.org/wiki/Akkineni_Nageswara_Rao,"(1923-09-20)20 September 1923
Ramapuram,Madras Presidency,British India(nowAndhra Pradesh,India)",(1923-09-20)20 September 1923,"Ramapuram,Madras Presidency,British India(nowAndhra Pradesh,India)","22 January 2014(2014-01-22)(aged 90)
Hyderabad,Andhra Pradesh(nowTelangana, India)",22 January 2014(2014-01-22)(aged 90),"Hyderabad,Andhra Pradesh(nowTelangana, India)",,Annapurna​(m.1949)​,,,Padma Vibhushan(2011)Padma Bhushan(1988)Padma Shri(1968)Dada Saheb Phalke Award(1991),Zakir Husain (politician),Film actordirectorbusinessman,No,No
N. T. Rama Rao,1968,PadmaShri,Andhra Pradesh,Arts,https://en.wikipedia.org/wiki/N._T._Rama_Rao,"(1923-05-28)28 May 1923
Nimmakuru,Madras Presidency,British India
(now inAndhra Pradesh,India)",(1923-05-28)28 May 1923,"Nimmakuru,Madras Presidency,British India
(now inAndhra Pradesh,India)","18 January 1996(1996-01-18)(aged 72)
Hyderabad,Andhra Pradesh,India
(now inTelangana)",18 January 1996(1996-01-18)(aged 72),"Hyderabad,Andhra Pradesh,India
(now inTelangana)",,"Basavatarakam​​(m.1942; died 1985)​Lakshmi Parvathi
​​(m.1993)​",Andhra Christian College,,"Padma Shri(1968)
National Film Awards",Zakir Husain (politician),Actorproducerdirectorfilm editorpolitician,No,No
Sudha Venkatasiva Reddy,1968,PadmaShri,Karnataka,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Devi Lal Samar,1968,PadmaShri,Rajasthan,Arts,https://en.wikipedia.org/wiki/Devi_Lal_Samar,,n/a,n/a,,n/a,n/a,Indian,,,,,Zakir Husain (politician),,No,No
Donty Naranappa Krishnaia Setty,1968,PadmaShri,Karnataka,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Devchand Chaggan Lal Shah,1968,PadmaShri,Maharashtra,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Calambur Sivaramamurti,1968,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/wiki/C._Sivaramamurti,,n/a,n/a,,n/a,n/a,,,,,,Zakir Husain (politician),"art historian,museologist,epigraphist",No,No
Sudheer Sojwal,1968,PadmaShri,Maharashtra,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Mantosh Sondhi,1968,PadmaShri,Haryana,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Zakir Husain (politician),URL not available,No,No
Vyjayanthimala,1968,PadmaShri,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Vyjayanthimala,"Vyjayanthimala Raman
(1936-08-13)13 August 1936(age 85)[1]
Triplicane,Madras,Madras Presidency,British India
(present-dayChennai,Tamil Nadu,India)",(1936-08-13)13 August 1936(age 85)[1],n/a,,n/a,n/a,,Chamanlal Bali​​(m.1968; died 1986)​[citation needed],,,"Padmashri,Kalaimamani,
Sangeet Natak Akademi Award
(See more)[3]",Zakir Husain (politician),"Actress,Indian classical dancer,Carnatic singer,politician",No,No
Rajendra Kumar,1969,PadmaShri,Maharashtra,Films Art,https://en.wikipedia.org/wiki/Rajendra_Kumar,"Rajendra Kumar Tuli
(1929-07-20)20 July 1929[1]
Sialkot,Punjab,British India(present-dayPunjab,Pakistan)",(1929-07-20)20 July 1929[1],n/a,"12 July 1999(1999-07-12)(aged 69)
Mumbai,Maharashtra,India",12 July 1999(1999-07-12)(aged 69),"Mumbai,Maharashtra,India",,Shukla,,,,Zakir Husain (politician),"Actor, producer, director",No,No
