Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Krishnaswami Swaminathan,1972,PadmaBushan,Delhi,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,V. V. Giri,URL not available,No,No
Bal Dattatreya Tilak,1972,PadmaBushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Bal_Dattatreya_Tilak,"26 September 1918[1]
Karanja, Wardha",26 September 1918[1],"Karanja, Wardha",25 May 1999(1999-05-25)(aged 80),25 May 1999(1999-05-25)(aged 80),n/a,Indian,,,,,V. V. Giri,,No,No
Syed Husain Zaheer,1972,PadmaBushan,Andhra Pradesh,Trade & Industry,https://en.wikipedia.org/wiki/Syed_Husain_Zaheer,India,n/a,n/a,,n/a,n/a,,,,,Padma Bhushan,V. V. Giri,"Chemist
Politician",No,No
Om P. Bahl,1973,PadmaBushan,—[C],Science & Engineering,https://en.wikipedia.org/wiki/Om_P._Bahl,"1927
Lyalpur,Punjab Province (British India)",1927,"Lyalpur,Punjab Province (British India)","December 2004
USA",December 2004,USA,,Nirmal Bahl,,,"Padma Bhushan
Schoellkopf Medal
Life Science Award",V. V. Giri,"Molecular biologist
Academic",No,No
C. Vaidyanatha Bhagavathar,1973,PadmaBushan,Kerala,Arts,https://en.wikipedia.org/wiki/Chembai,"(1896-08-28)28 August 1896[1]
Lokanarkavu, Vatakara, Kozhikode,Kerala,India",(1896-08-28)28 August 1896[1],"Lokanarkavu, Vatakara, Kozhikode,Kerala,India","16 October 1974(1974-10-16)(aged 78)
Ottapalam, Palghat,Kerala",16 October 1974(1974-10-16)(aged 78),"Ottapalam, Palghat,Kerala",,,,,,V. V. Giri,,No,No
Gosasp Maneckji Sorabji Captain,1973,PadmaBushan,Maharashtra,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,V. V. Giri,URL not available,No,No
Harindranath Chattopadhyay,1973,PadmaBushan,Andhra Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Harindranath_Chattopadhyay,"(1898-04-02)2 April 1898
Hyderabad,Hyderabad State,British India",(1898-04-02)2 April 1898,"Hyderabad,Hyderabad State,British India","23 June 1990(1990-06-23)(aged 92)
Bombay,Maharashtra,India",23 June 1990(1990-06-23)(aged 92),"Bombay,Maharashtra,India",,Kamaladevi Chattopadhyaya​​(m.1923⁠–⁠1955)​Sundari Rani Chattopadhyaya (1962-1990),,,,V. V. Giri,,No,No
Banarsidas Chaturvedi,1973,PadmaBushan,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Banarsidas_Chaturvedi,,n/a,n/a,,n/a,n/a,,,,,,V. V. Giri,,No,No
M. A. Muthiah Chettiar,1973,PadmaBushan,Tamil Nadu,Trade & Industry,https://en.wikipedia.org/wiki/M._A._Muthiah_Chettiar,"5 August 1905
Kanadukathan,Madras Presidency,British India",5 August 1905,"Kanadukathan,Madras Presidency,British India","12 May 1984(1984-05-12)(aged 78)
Madras,Tamil Nadu,India",12 May 1984(1984-05-12)(aged 78),"Madras,Tamil Nadu,India",,,,,,V. V. Giri,,No,No
M. F. Husain,1973,PadmaBushan,Delhi,Arts,https://en.wikipedia.org/wiki/M._F._Husain,"Maqbool Fida Husain
(1915-09-17)17 September 1915
Pandharpur,Bombay Presidency,British India",(1915-09-17)17 September 1915,n/a,"9 June 2011(2011-06-09)(aged 95)
London, England, UK",9 June 2011(2011-06-09)(aged 95),"London, England, UK",Indian (1915—2010)[1]Qatari (2010—2011)[1],,,,"Padma Bhushan(1973)
Padma Vibhushan(1991)",V. V. Giri,,No,No
Pothan Joseph,1973,PadmaBushan,Kerala,Literature & Education,https://en.wikipedia.org/wiki/Pothan_Joseph,"1892
Chengannur,Travancore,British India(Present dayKerala)",1892,"Chengannur,Travancore,British India(Present dayKerala)",1972 (aged 79–80),1972 (aged 79–80),n/a,,,,,Padma Bhushan(1973),V. V. Giri,Journalist,No,No
N. R. Malkani,1973,PadmaBushan,Rajasthan,Social Work,https://en.wikipedia.org/wiki/N._R._Malkani,,n/a,n/a,,n/a,n/a,,,,,,V. V. Giri,,No,No
Vinoo Mankad,1973,PadmaBushan,Gujarat,Sports,https://en.wikipedia.org/wiki/Vinoo_Mankad,"(1917-04-12)12 April 1917
Jamnagar,Bombay Presidency,British India",(1917-04-12)12 April 1917,"Jamnagar,Bombay Presidency,British India","21 August 1978(1978-08-21)(aged 61)
Bombay,Maharashtra, India",21 August 1978(1978-08-21)(aged 61),"Bombay,Maharashtra, India",,,,,,V. V. Giri,,No,No
Sudhir Krishna Mukherjee,1973,PadmaBushan,West Bengal,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,V. V. Giri,URL not available,No,No
Ramakant Maheshwar Muzumdar,1973,PadmaBushan,Karnataka,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,V. V. Giri,URL not available,No,No
Krishnarao Shankar Pandit,1973,PadmaBushan,Madhya Pradesh,Arts,https://en.wikipedia.org/wiki/Krishnarao_Shankar_Pandit,"(1894-07-26)26 July 1894
Gwalior, Madhya Pradesh, India",(1894-07-26)26 July 1894,"Gwalior, Madhya Pradesh, India","22 August 1989(1989-08-22)(aged 96)
Gwalior, Madhya Pradesh, India",22 August 1989(1989-08-22)(aged 96),"Gwalior, Madhya Pradesh, India",,,,,"Padma Bhushan
Sangeet Natak Akademi Award
Tansen Award
Sangeet Bhishmacharya
AkashwaniAward
Shikhar Samman
Gaan Maharishi
Bhuwalka Award
Swar Vilas",V. V. Giri,"Musician
Vocalist",No,No
Pitambar Pant,1973,PadmaBushan,Uttar Pradesh,Civil Service,https://en.wikipedia.org/wiki/Pitambar_Pant,"Mumbai,Maharashtra, India",n/a,n/a,"February 26, 1973","February 26, 1973",n/a,,,,,1973Padma Bhushan,V. V. Giri,Civil service officer,No,No
Vennelakanti Raghavaiah,1973,PadmaBushan,Andhra Pradesh,Social Work,https://en.wikipedia.org/wiki/Vennelakanti_Raghavaiah,"(1897-06-04)4 June 1897
Singapeta village,Kovurtq,Nellore district,Andhra Pradesh",(1897-06-04)4 June 1897,"Singapeta village,Kovurtq,Nellore district,Andhra Pradesh",24 November 1981(1981-11-24)(aged 84),24 November 1981(1981-11-24)(aged 84),n/a,,,,,,V. V. Giri,,No,No
Raja Ramanna,1973,PadmaBushan,Tamil Nadu,Science & Engineering,https://en.wikipedia.org/wiki/Raja_Ramanna,"(1925-01-28)28 January 1925
Tiptur,Princely State of Mysore,British India",(1925-01-28)28 January 1925,"Tiptur,Princely State of Mysore,British India","24 September 2004(2004-09-24)(aged 79)
Mumbai,Maharashtra, India",24 September 2004(2004-09-24)(aged 79),"Mumbai,Maharashtra, India",Indian,,,"Bhabha Atomic Research Centre
Defence Research and Development Organisation
International Atomic Energy Agency
Ministry of Defence
National Institute of Advanced Studies","Padma Shri(1968)
Padma Bhushan(1973)
Padma Vibhushan(1975)",V. V. Giri,,No,No
K. Sukumaran,1973,PadmaBushan,Kerala,Literature & Education,https://en.wikipedia.org/wiki/K._Sukumaran,"(1903-01-08)8 January 1903
Mayyanad,Kerala, India",(1903-01-08)8 January 1903,"Mayyanad,Kerala, India",18 September 1981(1981-09-18)(aged 78),18 September 1981(1981-09-18)(aged 78),n/a,Indian,,,,Padmabhushan,V. V. Giri,Editor,No,No
Alice Boner,1974,PadmaBushan,—[A],Arts,https://en.wikipedia.org/wiki/Alice_Boner,"(1889-07-22)22 July 1889
Legnano, Italy",(1889-07-22)22 July 1889,"Legnano, Italy","13 April 1981(1981-04-13)(aged 91)
Zurich, Switzerland",13 April 1981(1981-04-13)(aged 91),"Zurich, Switzerland",Swiss,,,,"1969Honorary Doctor,University of Zürich
1974Padma Bhushan[1]",V. V. Giri,,No,No
Camille Bulcke,1974,PadmaBushan,—[D],Literature & Education,https://en.wikipedia.org/wiki/Camille_Bulcke,"Camille
(1909-09-01)1 September 1909
Knokke-Heist,West Flanders, Belgium",(1909-09-01)1 September 1909,n/a,"17 August 1982(1982-08-17)(aged 72)
Delhi, India",17 August 1982(1982-08-17)(aged 72),"Delhi, India",Belgianlater Indian,,,,Padma Bhushan,V. V. Giri,,No,No
Ram Kumar Caroli,1974,PadmaBushan,Uttar Pradesh,Medicine,https://en.wikipedia.org/wiki/Ram_Kumar_Caroli,"Uttar Pradesh, India,Bulandshahr",n/a,n/a,,n/a,n/a,,,,,"Padma Bhushan
Padma Shri",V. V. Giri,Cardiologist,No,No
Moti Chandra,1974,PadmaBushan,Maharashtra,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,V. V. Giri,URL not available,No,No
Dhirendra Nath Ganguly,1974,PadmaBushan,West Bengal,Arts,https://en.wikipedia.org/wiki/Dhirendra_Nath_Ganguly,"(1893-03-26)26 March 1893
Kolkata, India",(1893-03-26)26 March 1893,"Kolkata, India","18 November 1978(1978-11-18)(aged 85)
Kolkata, India",18 November 1978(1978-11-18)(aged 85),"Kolkata, India",,"Premika Devi
Uma Devi (Ganguly)",,,,V. V. Giri,"Actor, producer, director",No,No
D. V. Gundappa,1974,PadmaBushan,Karnataka,Literature & Education,https://en.wikipedia.org/wiki/D._V._Gundappa,"Devanahalli Venkataramanaiah Gundappa
(1887-03-17)17 March 1887
Mulbagal,KolarMysore State,British India",(1887-03-17)17 March 1887,n/a,7 October 1975(1975-10-07)(aged 88),7 October 1975(1975-10-07)(aged 88),n/a,,,,,,V. V. Giri,"Philosopher, writer, poet, journalist",No,No
Vasant Shankar Huzurbazar,1974,PadmaBushan,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/V._S._Huzurbazar,"(1919-09-15)15 September 1919[citation needed]
Kolhapur,India[citation needed]",(1919-09-15)15 September 1919[citation needed],"Kolhapur,India[citation needed]",15 November 1991(1991-11-15)(aged 72)[citation needed],15 November 1991(1991-11-15)(aged 72)[citation needed],n/a,,,,"University of Denver,
University of Pune,
Gauhati University[citation needed]",Adams Prize(1960)[citation needed],V. V. Giri,,No,No
Chintamoni Kar,1974,PadmaBushan,West Bengal,Arts,https://en.wikipedia.org/wiki/Chintamoni_Kar,"(1915-04-19)April 19, 1915
Kharagpur,British India(present-dayPaschim Medinipur district,West Bengal,India)","(1915-04-19)April 19, 1915","Kharagpur,British India(present-dayPaschim Medinipur district,West Bengal,India)","October 3, 2005(2005-10-03)(aged 90)
Kolkata,West Bengal,India","October 3, 2005(2005-10-03)(aged 90)","Kolkata,West Bengal,India",Indian,,,,Padma Bhushan,V. V. Giri,,No,No
Mogubai Kurdikar,1974,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Mogubai_Kurdikar,(1904-07-15)15 July 1904,(1904-07-15)15 July 1904,n/a,10 February 2001(2001-02-10)(aged 96),10 February 2001(2001-02-10)(aged 96),n/a,,,,,,V. V. Giri,,No,No
Jayant Pandurang Naik,1974,PadmaBushan,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/Jayant_Pandurang_Naik,"5 September 1907
Bahirewadi, Taluka- Ajara, District- Kolhapur",5 September 1907,"Bahirewadi, Taluka- Ajara, District- Kolhapur",30 August 1981,30 August 1981,n/a,Indian,Chitra Naik,,,,V. V. Giri,,No,No
Habib Rahman,1974,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Habib_Rahman_(architect),"1915
Kolkata,British Raj",1915,"Kolkata,British Raj",1995,1995,n/a,,Indrani Rahman,,,,V. V. Giri,,No,No
B. N. Reddy,1974,PadmaBushan,Andhra Pradesh,Arts,https://en.wikipedia.org/wiki/B._N._Reddy,"Bommireddy Narasimha Reddy
(1908-11-16)16 November 1908
Kothapalli,Madras Presidency,British India(present-dayAndhra Pradesh, India)",(1908-11-16)16 November 1908,n/a,"8 November 1977(1977-11-08)(aged 68)
Madras, Tamil Nadu, India",8 November 1977(1977-11-08)(aged 68),"Madras, Tamil Nadu, India",,,,,"Padma Bhushan
Doctor of Letters
Dadasaheb Phalke Award
National Film Awards",V. V. Giri,Producerpresenterstory writerbusinessmanphilanthropy,No,No
John Richardson,1974,PadmaBushan,Andaman & Nicobar Islands,Social Work,https://en.wikipedia.org/wiki/John_Richardson_(bishop_of_Car_Nicobar),,n/a,n/a,,n/a,n/a,,,,,,V. V. Giri,,No,No
Toppur Seethapathy Sadasivan,1974,PadmaBushan,Tamil Nadu,Science & Engineering,https://en.wikipedia.org/wiki/Toppur_Seethapathy_Sadasivan,"(1913-05-22)22 May 1913
Saidapet,Madras Presidency,British India",(1913-05-22)22 May 1913,"Saidapet,Madras Presidency,British India","18 August 2001(2001-08-18)(aged 88)
Mylapore,Chennai, Tamil Nadu, India",18 August 2001(2001-08-18)(aged 88),"Mylapore,Chennai, Tamil Nadu, India",,,,,"Padma Bhushan
Shanti Swarup Bhatnagar Prize
IBSBirbal Sahni Medal
Birbal Sahni Institute of PalaeobotanyJubilee Medal
INSASunder Lal Hora Medal
Birbal Sahni Birth Centenary Medal",V. V. Giri,Plant pathologist,No,No
Sukhlal Sanghvi,1974,PadmaBushan,Gujarat,Literature & Education,https://en.wikipedia.org/wiki/Sukhlal_Sanghvi,"(1880-12-08)8 December 1880
Limli, (Saurashtra),Gujarat",(1880-12-08)8 December 1880,"Limli, (Saurashtra),Gujarat","2 March 1978(1978-03-02)(aged 97)
Gujarat",2 March 1978(1978-03-02)(aged 97),Gujarat,,,,,,V. V. Giri,"Writer, Philosopher, Editor, Linguist and Scholar",No,No
Hasmukh Dhirajlal Sankalia,1974,PadmaBushan,Maharashtra,Civil Service,https://en.wikipedia.org/wiki/Hasmukh_Dhirajlal_Sankalia,"(1908-12-10)10 December 1908
Bombay,British India",(1908-12-10)10 December 1908,"Bombay,British India","28 January 1989(1989-01-28)(aged 80)
Pune, India[1]",28 January 1989(1989-01-28)(aged 80),"Pune, India[1]",,,,,,V. V. Giri,,No,No
Bhupati Mohan Sen,1974,PadmaBushan,West Bengal,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,V. V. Giri,URL not available,No,No
Thakur Jaideva Singh,1974,PadmaBushan,Uttar Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Jaideva_Singh,"(1893-09-19)19 September 1893
Shoharatgarh,Uttar Pradesh, India",(1893-09-19)19 September 1893,"Shoharatgarh,Uttar Pradesh, India","27 May 1986(1986-05-27)(aged 92)
Varanasi,Uttar Pradesh, India",27 May 1986(1986-05-27)(aged 92),"Varanasi,Uttar Pradesh, India",,,,,,V. V. Giri,,No,No
Khushwant Singh,1974,PadmaBushan,Punjab,Literature & Education,https://en.wikipedia.org/wiki/Khushwant_Singh,"Khushal Singh
(1915-02-02)2 February 1915
Hadali,Punjab Province,British India
(now inPunjab, Pakistan)",(1915-02-02)2 February 1915,n/a,"20 March 2014(2014-03-20)(aged 99)
New Delhi, India",20 March 2014(2014-03-20)(aged 99),"New Delhi, India",Indian,,,,,V. V. Giri,"Lawyer, journalist, diplomat, writer, politician",No,No
Arunachala Sreenivasan,1974,PadmaBushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Arunachala_Sreenivasan,"(1909-07-13)13 July 1909
Tamil Nadu, India",(1909-07-13)13 July 1909,"Tamil Nadu, India","20 July 1996(1996-07-20)(aged 87)
India",20 July 1996(1996-07-20)(aged 87),India,,,,,Padma Bhushan,V. V. Giri,Food technologist,No,No
Raman Viswanathan,1974,PadmaBushan,Tamil Nadu,Medicine,https://en.wikipedia.org/wiki/Raman_Viswanathan,"(1899-09-08)8 September 1899
Nagarcoil,Tamil Nadu, India",(1899-09-08)8 September 1899,"Nagarcoil,Tamil Nadu, India","14 July 1982(1982-07-14)(aged 82)
India",14 July 1982(1982-07-14)(aged 82),India,,Sharda,,,"Padma Bhushan
NASEugeno Morelli Prize
Forlanini Medal
INSADhanwantari Prize",V. V. Giri,"Pulmonologist
Physician
Medicalmycologist",No,No
Begum Akhtar[i]#,1975,PadmaBushan,Uttar Pradesh,Arts,https://en.wikipedia.org/wiki/Begum_Akhtar,"(1914-10-07)7 October 1914
Faizabad,United Provinces,British India(present-dayUttar Pradesh,India)",(1914-10-07)7 October 1914,"Faizabad,United Provinces,British India(present-dayUttar Pradesh,India)","30 October 1974(1974-10-30)(aged 60)[1]
Ahmedabad,Gujarat,India",30 October 1974(1974-10-30)(aged 60)[1],"Ahmedabad,Gujarat,India",,,,,,Fakhruddin Ali Ahmed,,No,Yes
Dilbagh Singh Athwal,1975,PadmaBushan,—[C],Science & Engineering,https://en.wikipedia.org/wiki/Dilbagh_Singh_Athwal,"(1928-10-12)12 October 1928
India",(1928-10-12)12 October 1928,India,14 May 2017(2017-05-14)(aged 88),14 May 2017(2017-05-14)(aged 88),n/a,,,,,"Padma Bhushan
Shanti Swarup Bhatnagar Prize[1]",Fakhruddin Ali Ahmed,"Plant breeder
Agriculturist
Geneticist",No,No
Asima Chatterjee,1975,PadmaBushan,West Bengal,Science & Engineering,https://en.wikipedia.org/wiki/Asima_Chatterjee,"(1917-09-23)23 September 1917
Calcutta,British India",(1917-09-23)23 September 1917,"Calcutta,British India","22 November 2006(2006-11-22)(aged 89)
Kolkata, India",22 November 2006(2006-11-22)(aged 89),"Kolkata, India",Indian,,,"Rajabazar Science College
University of Calcutta",,Fakhruddin Ali Ahmed,,No,No
Madhav Sadashiv Gore,1975,PadmaBushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Madhav_Sadashiv_Gore,"(1921-08-15)15 August 1921
Hubli,Karnataka, India",(1921-08-15)15 August 1921,"Hubli,Karnataka, India","19 November 2010(2010-11-19)(aged 89)
Hubli,Karnataka, India",19 November 2010(2010-11-19)(aged 89),"Hubli,Karnataka, India",,Phyllis Madhav,,,"Padma Bhushan
ICSW Award
ISSLife Time Achievement Award",Fakhruddin Ali Ahmed,"Social scientist
Writer
Academic",No,No
Pratul Chandra Gupta,1975,PadmaBushan,West Bengal,Literature & Education,https://en.wikipedia.org/wiki/Pratul_Chandra_Gupta,"Teota, Manikganj District",n/a,n/a,,n/a,n/a,,,,,Padma Bhushan,Fakhruddin Ali Ahmed,"Historian
Writer
Academic
Vice-Chancellor",No,No
P. Krishnagopala Iyengar,1975,PadmaBushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/P._K._Iyengar,"(1931-06-29)29 June 1931
Tirunelveli,Tamil Nadu[1]",(1931-06-29)29 June 1931,"Tirunelveli,Tamil Nadu[1]","21 December 2011(2011-12-21)(aged 80)[2]
Mumbai, India",21 December 2011(2011-12-21)(aged 80)[2],"Mumbai, India",Indian,,,"Department of Atomic Energy(DAE)
Bhabha Atomic Research Centre
Atomic Energy Commission of India
Government College University","Padma Bhushan(1975)
Bhatnagar Award(1971)",Fakhruddin Ali Ahmed,,No,No
Darab Jehangir Jussawala,1975,PadmaBushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/Darab_Jehangir_Jussawala,"(1915-04-13)13 April 1915
Mumbai,Maharashtra, India",(1915-04-13)13 April 1915,"Mumbai,Maharashtra, India","29 January 1999(1999-01-29)(aged 83)
India",29 January 1999(1999-01-29)(aged 83),India,,Gertrude Darab,,,"Padma Bhushan
Dhanwantari Award
ICMRRaja Ravi Shersingh of Kalsia Memorial Award",Fakhruddin Ali Ahmed,Oncologist,No,No
Raj Kumar Khanna,1975,PadmaBushan,Delhi,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Fakhruddin Ali Ahmed,URL not available,No,No
Pancheti Koteswaram,1975,PadmaBushan,Tamil Nadu,Civil Service,https://en.wikipedia.org/wiki/Pancheti_Koteswaram,"(1915-03-25)25 March 1915
Nellore,Andhra Pradesh, India",(1915-03-25)25 March 1915,"Nellore,Andhra Pradesh, India","11 January 1997(1997-01-11)(aged 81)
Waltair, Andhra Pradesh, India",11 January 1997(1997-01-11)(aged 81),"Waltair, Andhra Pradesh, India",,Sarojini,,,"Padma Bhushan
AUSir R. Venkitaraman Gold Medal",Fakhruddin Ali Ahmed,Meteorologist,No,No
Vasudev Vishnu Mirashi,1975,PadmaBushan,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/Vasudev_Vishnu_Mirashi,1893,1893,n/a,1985,1985,n/a,,,,,,Fakhruddin Ali Ahmed,,No,No
Balai Chand Mukhopadhyay,1975,PadmaBushan,Bihar,Literature & Education,https://en.wikipedia.org/wiki/Balai_Chand_Mukhopadhyay,"19 July 1899
Manihari,Bengal Presidency,British India",19 July 1899,"Manihari,Bengal Presidency,British India","9 February 1979(1979-02-09)(aged 79)
Calcutta,West Bengal, India",9 February 1979(1979-02-09)(aged 79),"Calcutta,West Bengal, India",Indian,,,,,Fakhruddin Ali Ahmed,,No,No
Kirpal Singh Narang,1975,PadmaBushan,Punjab,Literature & Education,https://en.wikipedia.org/wiki/Kirpal_Singh_Narang,"(1912-04-12)12 April 1912
Amritsar,Punjab, India",(1912-04-12)12 April 1912,"Amritsar,Punjab, India","07-05-2019
Chandigarh",07-05-2019,Chandigarh,,,,,Padma Bhushan,Fakhruddin Ali Ahmed,,No,No
P. Ardeshir Narielwala,1975,PadmaBushan,Maharashtra,Trade & Industry,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Fakhruddin Ali Ahmed,URL not available,No,No
Ronald Carlton Vivian Piadade Noronha,1975,PadmaBushan,Madhya Pradesh,Civil Service,https://en.wikipedia.org/wiki/Ronald_Carlton_Vivian_Piadade_Noronha,"(1916-05-14)14 May 1916
Hyderabad,Telangana, India",(1916-05-14)14 May 1916,"Hyderabad,Telangana, India","23 November 1982(1982-11-23)(aged 66)
Bhopal,Madhya Pradesh, India",23 November 1982(1982-11-23)(aged 66),"Bhopal,Madhya Pradesh, India",,,,,1975Padma Bhushan,Fakhruddin Ali Ahmed,"Civil service officer, writer",No,No
