Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
K. J. Yesudas,2017,PadmaVibhushan,Kerala,Arts,https://en.wikipedia.org/wiki/K._J._Yesudas,"Kattassery Joseph Yesudas
(1940-01-10)10 January 1940(age 81)
Fort Kochi,Kingdom of Cochin,British India",(1940-01-10)10 January 1940(age 81),n/a,,n/a,n/a,,Prabha​(m.1970)​,,,Full list,Pranab Mukherjee,Singercomposermusic producer,No,No
Ilaiyaraaja,2018,PadmaVibhushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Ilaiyaraaja,"(1943-06-02)2 June 1943(age 78)
Pannaipuram,Theni,Madras Presidency, British India",(1943-06-02)2 June 1943(age 78),"Pannaipuram,Theni,Madras Presidency, British India",,n/a,n/a,,,,,,Ram Nath Kovind,,No,No
Ghulam Mustafa Khan,2018,PadmaVibhushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Ghulam_Mustafa_Khan_(singer),"(1931-03-03)3 March 1931
Badayun,United Provinces of Agra and Oudh,British India(present-dayUttar Pradesh,India",(1931-03-03)3 March 1931,"Badayun,United Provinces of Agra and Oudh,British India(present-dayUttar Pradesh,India",17 January 2021(2021-01-17)(aged 89),17 January 2021(2021-01-17)(aged 89),n/a,,,,,,Ram Nath Kovind,,No,No
P. Parameswaran,2018,PadmaVibhushan,Kerala,Literature & Education,https://en.wikipedia.org/wiki/P._Parameswaran,"(1927-10-03)3 October 1927
Thamarasseril Illam,Cherthala,Kerala,India",(1927-10-03)3 October 1927,"Thamarasseril Illam,Cherthala,Kerala,India","9 February 2020(2020-02-09)(aged 92)
Mayannur, Kerala, India",9 February 2020(2020-02-09)(aged 92),"Mayannur, Kerala, India",Indian,,,,"Padma Vibhushan2018
Padma Shri2004
Amritha Keerti Puraskar2002",Ram Nath Kovind,,No,No
Teejan Bai,2019,PadmaVibhushan,Chhattisgarh,Arts,https://en.wikipedia.org/wiki/Teejan_Bai,"(1956-08-08)8 August 1956(age 65)
Ganiyari village,Durg,Chhattisgarh",(1956-08-08)8 August 1956(age 65),"Ganiyari village,Durg,Chhattisgarh",,n/a,n/a,,Tukka Ram,,,"Padma Vibhushan2019
Padma Bhushan2003
Padma Shri1987
Sangeet Natak Akademi Award1995Fukuoka Prize2018",Ram Nath Kovind,PandavaniFolk Singer,Yes,No
Ismaïl Omar Guelleh,2019,PadmaVibhushan,—[H],Public Affairs,https://en.wikipedia.org/wiki/Isma%C3%AFl_Omar_Guelleh,"(1947-11-27)27 November 1947(age 73)
Dire Dawa,Ethiopian Empire
(nowEthiopia)",(1947-11-27)27 November 1947(age 73),"Dire Dawa,Ethiopian Empire
(nowEthiopia)",,n/a,n/a,,Kadra Mahamoud Haid,,,,Ram Nath Kovind,,Yes,No
Anil Manibhai Naik,2019,PadmaVibhushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Anil_Manibhai_Naik,"(1942-06-09)9 June 1942(age 79)
Gujarat,India",(1942-06-09)9 June 1942(age 79),"Gujarat,India",,n/a,n/a,,Geeta Naik,,,"Padma Vibhushan(2019)
Padma Bhushan(2009)",Ram Nath Kovind,Group Chairman ofLarsen & Toubro,Yes,No
Balwant Moreshwar Purandare,2019,PadmaVibhushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Balwant_Moreshwar_Purandare,"Balwant Moreshwar Purandare
(1922-07-29)29 July 1922(age 99)
Saswad,Poona,Bombay Presidency,British India(present-daySaswad,Pune,Maharashtra,India)[1]",(1922-07-29)29 July 1922(age 99),n/a,,n/a,n/a,Indian,,,,"Padma Vibhushan(2019)
Maharashtra Bhushan(2015)",Ram Nath Kovind,"Historian, Writer, Orator",Yes,No
George Fernandes[xiii]#,2020,PadmaVibhushan,Bihar,Public Affairs,https://en.wikipedia.org/wiki/George_Fernandes,"George Mathew Fernandes
(1930-06-03)3 June 1930
Mangalore,Madras Presidency,British India
(now inKarnataka,India)",(1930-06-03)3 June 1930,n/a,"29 January 2019(2019-01-29)(aged 88)
New Delhi, India",29 January 2019(2019-01-29)(aged 88),"New Delhi, India",Indian,Leila Kabir,,,Padma Vibhushan(2020) (posthumously),Ram Nath Kovind,,No,Yes
Arun Jaitley[xiv]#,2020,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Arun_Jaitley,"Arun Jaitley
(1952-12-28)28 December 1952
Delhi, India",(1952-12-28)28 December 1952,n/a,"24 August 2019(2019-08-24)(aged 66)
New Delhi, India",24 August 2019(2019-08-24)(aged 66),"New Delhi, India",,Sangeeta Jaitley​​(m.1982⁠–⁠2019)​,"Delhi University(B.Com,LLB)",,Padma Vibhushan(2020) (posthumously),Ram Nath Kovind,Advocatepolitician,No,Yes
Anerood Jugnauth,2020,PadmaVibhushan,—[I],Public Affairs,https://en.wikipedia.org/wiki/Anerood_Jugnauth,"(1930-03-29)29 March 1930
Palma,British Mauritius",(1930-03-29)29 March 1930,"Palma,British Mauritius","3 June 2021(2021-06-03)(aged 91)
Floréal, Mauritius",3 June 2021(2021-06-03)(aged 91),"Floréal, Mauritius",,Sarojini Ballah​(m.1957)​,Inns of Court School of Law,,,Ram Nath Kovind,,No,No
Mary Kom,2020,PadmaVibhushan,Manipur,Sports,https://en.wikipedia.org/wiki/Mary_Kom,"Chungneijang Mary Kom
(1982-11-24)24 November 1982(age 38)[1]
Kangathei,Manipur, India",(1982-11-24)24 November 1982(age 38)[1],n/a,,n/a,n/a,Indian,Karong Onkholer Kom,,,"Padma Vibhushan(2020)
Padma Bhushan(2013)
Padma Shri(2006)",Ram Nath Kovind,,No,No
Chhannulal Mishra,2020,PadmaVibhushan,Uttar Pradesh,Arts,https://en.wikipedia.org/wiki/Chhannulal_Mishra,(1936-08-03)3 August 1936(age 85),(1936-08-03)3 August 1936(age 85),n/a,,n/a,n/a,,,,,,Ram Nath Kovind,,No,No
Sushma Swaraj[xv]#,2020,PadmaVibhushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Sushma_Swaraj,"Sushma Sharma
(1952-02-14)14 February 1952[1][2]
Ambala Cantonment,Punjab,India
(now inHaryana,India)",(1952-02-14)14 February 1952[1][2],n/a,"6 August 2019(2019-08-06)(aged 67)
New Delhi,Delhi,India",6 August 2019(2019-08-06)(aged 67),"New Delhi,Delhi,India",,Swaraj Kaushal​(m.1975)​,"Sanatan Dharma College(BA)
Panjab University(LLB)",,Padma Vibhushan(2020) (posthumously),Ram Nath Kovind,,No,Yes
Vishwesha Teertha[xvi]#,2020,PadmaVibhushan,Karnataka,Others,https://en.wikipedia.org/wiki/Vishwesha_Teertha,"Venkataramana Bhat
(1931-04-27)27 April 1931
Ramakunja",(1931-04-27)27 April 1931,n/a,"29 December 2019(2019-12-29)(aged 88)
Pejawara Matha,Udupi",29 December 2019(2019-12-29)(aged 88),"Pejawara Matha,Udupi",Indian,,,,Padma Vibhushan(2020)(posthumously),Ram Nath Kovind,,No,Yes
Shinzo Abe,2021,PadmaVibhushan,—[E],Public Affairs,https://en.wikipedia.org/wiki/Shinzo_Abe,"安倍晋三(Abe Shinzō)
(1954-09-21)21 September 1954(age 67)
Tokyo, Japan",(1954-09-21)21 September 1954(age 67),n/a,,n/a,n/a,,Akie Abe​(m.1987)​,Seikei University(BA)University of Southern California,,,Ram Nath Kovind,,No,No
S. P. Balasubramaniam[xvii]#,2021,PadmaVibhushan,Andhra Pradesh,Arts,https://en.wikipedia.org/wiki/S._P._Balasubramaniam,"(1946-06-04)4 June 1946
Nellore,Madras Presidency,British India(present-dayAndhra Pradesh)[2][3][4][5]",(1946-06-04)4 June 1946,"Nellore,Madras Presidency,British India(present-dayAndhra Pradesh)[2][3][4][5]","25 September 2020(2020-09-25)(aged 74)
Chennai,Tamil Nadu, India",25 September 2020(2020-09-25)(aged 74),"Chennai,Tamil Nadu, India",,,,,,Ram Nath Kovind,,No,Yes
Belle Monappa Hegde,2021,PadmaVibhushan,Karnataka,Medicine,https://en.wikipedia.org/wiki/Belle_Monappa_Hegde,"18 August 1938(1938-08-18)(age83)
Pangala,Madras PresidencyBritish India
(now inUdupi district, Karnataka State)",18 August 1938(1938-08-18)(age83),"Pangala,Madras PresidencyBritish India
(now inUdupi district, Karnataka State)",,n/a,n/a,,,,"Stanley Medical College(Madras)
King George Medical College(Lucknow)
Royal College of Physicians(London)
Brigham and Women's Hospital–Harvard Medical School(Boston)
Kasturba Medical College, Mangalore
Manipal Academy of Higher Education
Bharatiya Vidya Bhavan","Padma Vibhushan(2021)
Padma Bhushan(2010)
Dr. B. C. Roy Award(1999)
Jagdish Chandra Bose Award in Life Science (1999)
Rajyotsava Award(1997)
Panchajanya Puraskara(2016)
Ullal Srinivasa Mallya Lifetime Achievement Award(2019)",Ram Nath Kovind,,No,No
Narinder Singh Kapany[xviii]#,2021,PadmaVibhushan,—[B],Science & Engineering,https://en.wikipedia.org/wiki/Narinder_Singh_Kapany,"31 October 1926
Moga,Punjab,British India",31 October 1926,"Moga,Punjab,British India","4 December 2020(2020-12-05)(aged 94)
California, U.S.",4 December 2020(2020-12-05)(aged 94),"California, U.S.","Indian,
American",,,"Agra University
Ordnance Factories Board
Imperial College of Science
British Royal Academy of Engineering[1]
Optical Society of America
American Association for the Advancement of Science
Professor at theUniversity of California, Berkeley (UCB)
University of California, Santa Cruz (UCSC)
Stanford University","Pravasi Bharatiya Samman
The Excellence 2000 Award
FREng[1](1998)
Padma Vibhushan(2021)",Ram Nath Kovind,,No,Yes
Wahiduddin Khan,2021,PadmaVibhushan,Delhi,Others,https://en.wikipedia.org/wiki/Wahiduddin_Khan,"(1925-01-01)1 January 1925
Azamgarh,Uttar Pradesh,British India",(1925-01-01)1 January 1925,"Azamgarh,Uttar Pradesh,British India","21 April 2021(2021-04-21)(aged 96)
New Delhi, Delhi, India",21 April 2021(2021-04-21)(aged 96),"New Delhi, Delhi, India",,,,,,Ram Nath Kovind,"Islamic spiritual leader, speaker and author",No,No
B. B. Lal,2021,PadmaVibhushan,Delhi,Others,https://en.wikipedia.org/wiki/B._B._Lal,"Braj Basi Lal
(1921-05-02)2 May 1921(age 100)
Jhansi,United Provinces,British India",(1921-05-02)2 May 1921(age 100),n/a,,n/a,n/a,Indian,,,,,Ram Nath Kovind,"Archaeologist,Director-GeneralArchaeological Survey of India(1968–1972)",No,No
Sudarshan Sahoo,2021,PadmaVibhushan,Odisha,Arts,https://en.wikipedia.org/wiki/Sudarshan_Sahoo,"(1939-03-11)11 March 1939(age 82)[1]
Puri,Orissa Province,British India",(1939-03-11)11 March 1939(age 82)[1],"Puri,Orissa Province,British India",,n/a,n/a,,Anapurna Sahoo,,,"Padma Shri,Shilp Guru,Padma Vibhushan",Ram Nath Kovind,Sculptor,No,No
